اب	أب,آب,أَبّ,أَب,إِبّ
زيركج	NEWMORPH
زيزاء	NEWMORPH
زيغدوان	NEWMORPH
زيق	زِيق,زَيَّق
زيكون	NEWMORPH
زيلع	NEWMORPH
زيلوش	NEWMORPH
زيمر	NEWMORPH
زيمران	NEWMORPH
زئنة	NEWMORPH
سابراباذ	NEWMORPH
سابروج	NEWMORPH
سابس	باس,بَسّ
سابور	بَوَّر,بار
ساتيدما	NEWMORPH
ساجر	جار,أَجار,أَجْرَى,جَرَى-ِ,جَرّ,أَجَرّ
ساجو	ساجِي,جَوِي-َ
ساحوق	حاق,حَوَّق
ساركون	NEWMORPH
ساروان	NEWMORPH
ساروق	رَوَّق,راق
سارونية	NEWMORPH
ساري	وَرَى-ِ,رَأَى-َ,سارِي,سارّ
سارية	سارِيَة,وَرَى-ِ,سارِي,سارّ
سازة	زُهِي-َ,أَزْهَى,زَها
ساسان	NEWMORPH
ساسكون	NEWMORPH
ساسنجرد	NEWMORPH
ساسي	NEWMORPH
ساعدة	عَدّ,عَدَّى,ساعِدَة,أَعْدَى,أَعاد,ساعَد,عَدا,وَعَد-ِ,عاد,ساعِد,أَعَدّ
ساعير	أَعار,عار-ِ,عَيَّر
ساغرج	NEWMORPH
سافردز	NEWMORPH
ساق	ساقِي,ساق,وَقَى-ِ
ساقطة	ساقِطَة,قَطّ,ساقِط
ساكبدياز	NEWMORPH
سالحين	NEWMORPH
سالم	سالَم,لام,سالِم,لَمّ,أَلام
سالوس	لاس
سام	سامّ,سام,سامِي
سامان	سامّ
سامراء	سامَرّاء
سامين	سامَى,سامّ
سان	وَنَى-ِ,سان
سانجن	NEWMORPH
سانقان	NEWMORPH
سانواجرد	NEWMORPH
سانيز	NEWMORPH
ساهم	وَهَم-ِ,ساهَم,هام-ِ,هَمّ,أَهَمّ,هَما,ساهِم
ساهوق	NEWMORPH
ساو	ساو
ساوكان	NEWMORPH
ساوه	وَهِي-َ,أَوْهَى
ساوين	ساوَى
سائبة	سائِب,أَبّ
ساية	NEWMORPH
سائر	وَأَر,سائِر
سبا	سَبّ
سباب	سِباب,سَبّاب
سباح	سابِح,سَبّاح
سبارى	سِبار
سباق	سابِق,سِباق,سَبّاق
سبال	سَبَلَة
سبت	سَبّ,ساب-ِ,سِبِتّ,سَبَى-ِ,سَبْت,سَبَت
سبتة	سَبّ,ساب-ِ,سَبْتَة,سُبَّة,سِبِتّ,سَبَّة,سَبَى-ِ,سَبْت,سَبَت
سبج	سَبَج
سبد	NEWMORPH
سبذان	NEWMORPH
سبذيون	NEWMORPH
سبر	سَبَر,سَبْر,سِبار
سبراة	سَبَر
سبران	NEWMORPH
سبرة	سَبَر,سَبْر,سِبار
سبرت	سَبَر
سبرنى	سَبَر
سبرينة	NEWMORPH
سبسطية	NEWMORPH
سبسير	NEWMORPH
سبعان	سُبْع,سَبْع
سبعين	سُبْع,سَبْع,سَبْعُون
سبك	سَبّ,سَبَّك,سَبْك,سَبَك-ُِ
سبل	سَبِيل,سَبَل,سَبَّل
سبلات	NEWMORPH
سبلان	NEWMORPH
سبلل	NEWMORPH
سبللة	NEWMORPH
سبن	ساب-ِ
سبنج	NEWMORPH
سبه	سَبّ,سُبَّة,سَبَّة,سَبَه
سبو	NEWMORPH
سبوحة	سَبُوح
سبورقان	NEWMORPH
سبوك	سَبّ,سَبَى-ِ
سبيبة	سَبِيب
سبية	سَبْي,سَبِيّ
سبيذغك	NEWMORPH
سبير	NEWMORPH
سبيرى	NEWMORPH
سبيطلة	NEWMORPH
سبيع	NEWMORPH
ستيفغنه	NEWMORPH
ستيكن	سِتّ
ستين	سِتُّون,سِتّ
سجا	سَجا
سجار	NEWMORPH
سجاس	NEWMORPH
سجبان	NEWMORPH
سجز	NEWMORPH
سجستان	NEWMORPH
سجسيجان	NEWMORPH
سجكان	NEWMORPH
سجلة	سِجِلّ,سَجَّل
سجلماسة	NEWMORPH
سجلين	سِجِلّ
سجوان	NEWMORPH
سجين	سَجَّى,سَجِين
سحام	سُحام
سحامة	سُحام
سحبل	NEWMORPH
سحطة	NEWMORPH
سحلين	NEWMORPH
سحنة	سَحْنَة,سَحَن-َ,ساح-ِ,ساح
سحول	NEWMORPH
سحيل	NEWMORPH
سحيم	سُحَيْم,سَحِيم
سخا	سَخا
سخاخ	NEWMORPH
سخال	سَخْلَة
سخام	سُخام
سخبر	NEWMORPH
سخنة	سَخَّن,سَخَن,سُخْن,ساخ-ِ,سَخِن-َ
سدد	سَدَّد,سَدَد,سُدَّة
سدر	سِدْر,سَدِر-َ
سدوم	سَدُوم
سدين	سَدَّى
سديور	NEWMORPH
سذرجان	NEWMORPH
سذور	NEWMORPH
سر	سُرّ,سِرّ,سَرّ
سرا	سُرّ,سِرّ,سَرّ
سراء	سَرّاء
سرابيط	NEWMORPH
سراسكبهر	NEWMORPH
سراو	NEWMORPH
سراوع	NEWMORPH
سربا	سَرِب-َ,سُرْبَة,سَرَب,سَرَّب,سِرْب
سربار	NEWMORPH
سربان	سَرَب,سِرْب
سربخ	NEWMORPH
سربرد	NEWMORPH
سربزه	NEWMORPH
سربط	NEWMORPH
سرت	سِرْت,سَرَى-ِ,سار-ِ,سَرَّى,سَرّ
سرتة	سَرَى-ِ,سَرَّى,سار-ِ,سُرَّة,سَرّ
سرج	سَرَج-َ,سَرَّج,سِراج,سَرْج
سرجة	سَرَج-َ,سَرَّج,سِراج,سَرْج
سرجهان	NEWMORPH
سرح	سَرَح-َ,سَرَّح,سَرِح-َ
سرحة	سَرَح-َ,سَرَّح,سَرِح-َ
سرخاباذ	NEWMORPH
سرخس	سَرْخَس
سرخك	NEWMORPH
سرخكت	NEWMORPH
سردانية	NEWMORPH
سردد	NEWMORPH
سردر	NEWMORPH
سردروذ	NEWMORPH
سردن	سَرَد,سَرَّد
سردوس	NEWMORPH
سرر	سَرَّر,سُرَّة
سرسن	NEWMORPH
سرسنا	NEWMORPH
سرع	سَرَّع,سَرُع,سُرْع
سرغ	NEWMORPH
سرغامرطا	NEWMORPH
سرف	سَرَف
سرفقان	NEWMORPH
سرق	سَرَق-ِ,سَرَّق
سرقة	سَرِقَة,سَرَق-ِ,سارِق,سَرَّق
سرقسطة	سَرَقُسْطَة
سرقوسة	NEWMORPH
سرك	سِرْك,سُرّ,سِرّ,سَرّ
سركان	NEWMORPH
سركث	NEWMORPH
سرماج	NEWMORPH
سرمارى	NEWMORPH
سرمد	سَرْمَد
سرمقان	NEWMORPH
سرمين	NEWMORPH
سرنة	سار-ِ
سرنجا	NEWMORPH
سرنداد	NEWMORPH
سرنديب	سَرَنْدِيب
سرندين	NEWMORPH
سرنو	NEWMORPH
سرو	سَرْو
سروان	NEWMORPH
سروج	سَرْج
سرور	سُرُور
سروس	NEWMORPH
سروستان	NEWMORPH
سروع	NEWMORPH
سروعة	NEWMORPH
سريا	سِرِّيّ,سَرِيّ,سَرَّى,سَرَى-ِ,سُرِّيّ
سرياقوس	NEWMORPH
سريجان	NEWMORPH
سرير	سَرِير
سريش	NEWMORPH
سريعة	سَرِيع
سرين	سَرَى-ِ,سَرَّى
سطرا	سَطْر,سَطَّر,سَطَر
سطيف	سَطِيف
سعد	سَعْد,سَعِد-َ
سعر	سَعَر-َ,سُعْر,سَعَّر,سِعْر,سَعِير
سعوى	NEWMORPH
سعيا	سَعَى-َ,سَعْي
سعيداباذ	NEWMORPH
سعير	سَعِير
سغدان	NEWMORPH
سفا	NEWMORPH
سفار	NEWMORPH
سفاقس	NEWMORPH
سفال	NEWMORPH
سفان	سَفّان
سفر	سَفَر,سَفَر-ِ,سَفَّر,سِفْر,سُفْرَة
سفرادن	NEWMORPH
سفرمرطى	NEWMORPH
سفع	سُفْعَة,سَفْع,سَفَع-َ
سفوان	NEWMORPH
سفوى	NEWMORPH
سفيان	سُفْيان
سفير	سَفِير
سفيرة	سَفِير
سقار	NEWMORPH
سقام	سَقِيم,سَقام
سقبا	NEWMORPH
سقر	سَقَر
سقران	NEWMORPH
سقرمى	NEWMORPH
سقروان	NEWMORPH
سقطرى	NEWMORPH
سقف	سَقْف,سَقَّف
سقمان	NEWMORPH
سقيا	سَقَى-ِ,سَقْي
سقية	سَقْي
سقيدنج	NEWMORPH
سكاء	أَسَكّ
سكاب	NEWMORPH
سكاك	سَكّ
سكاكة	NEWMORPH
سكان	سُكّان,سَكّان,ساكِن
سكبيان	NEWMORPH
سكجكث	NEWMORPH
سكدة	NEWMORPH
سكر	سَكِر-َ,سَكَّر,سُكْر,سُكَّر
سكران	سَكْران
سكش	NEWMORPH
سكلكند	NEWMORPH
سكن	سَكَّن,سَكَن,ساك
سكندان	NEWMORPH
سلا	سَلّ,سَلا,سِلّ
سلاب	سَلّاب,سِلاب
سلاح	سِلاح
سلاطح	سُلاطِح
سلام	سَلّام,سَلام
سلامان	سَلام
سلبة	سَلْب,سَلَب,سِلاب
سلح	سَلَّح,سَلْح,سَلَح-َ
سلحين	NEWMORPH
سلسل	سَلْسَل
سلسلان	NEWMORPH
سلطوح	NEWMORPH
سلطيس	NEWMORPH
سلع	سَلْع,سِلْعَة,سَلِع-َ
سلعان	NEWMORPH
سلعوج	NEWMORPH
سلغوس	NEWMORPH
سلم	سُلَّم,سَلَّم,سَلِم-َ,سِلْم
سلماس	NEWMORPH
سلمان	سُلَّم,سَلْمان
سلمانان	NEWMORPH
سلمسين	NEWMORPH
سلمقان	NEWMORPH
سلمنت	NEWMORPH
سلمى	سِلْمِيّ,سُلَّم,سَلْمَى,سِلْم
سلمي	سُلَّم,سِلْمِيّ,سَلْمَى,سِلْم
سلمية	سِلْمِيّ,سُلَّم
سلوان	سِلْوان,سُلْوان
سلوطح	NEWMORPH
سلوق	NEWMORPH
سلوقية	سَلُوقِيّ
سلوى	سَلْوَى
سلى	سَلّ,سَلِي-َ,سَلَّى,سِلّ
سليع	NEWMORPH
سليقية	NEWMORPH
سليم	سَلِيم
سليماناباذ	NEWMORPH
سلينة	سَلِي-َ,سَلَّى
سماءة	سَماء
سمادير	سُمْدُور
سماطة	سِماط
سمال	NEWMORPH
سمان	سَمّان
سمانة	سَمّان,سَمانَة
سماهيج	NEWMORPH
سمائم	سَمُوم
سمخراط	NEWMORPH
سمدان	NEWMORPH
سمديسة	NEWMORPH
سمر	أَسْمَر,سَمَر,سَمُر,سَمَّر
سمران	NEWMORPH
سمرطول	NEWMORPH
سمرقند	سَمَرْقَنْد
سمسطا	NEWMORPH
سمسم	سِمْسِم
سمعان	سِمْعان
سمك	سُمْك,سَمّ,سَمَك,سَمَّك
سمكين	NEWMORPH
سملوط	NEWMORPH
سمن	سَمَّن,سِمَن,سُمُّن,سَمْن,سَمِن-َ,سام
سمنان	NEWMORPH
سمنة	سَمَّن,سِمْنَة,سِمَن,سُمُّن,سَمْن,سام
سمنت	سَمَّن,سَمِن-َ,سَمْنَت
سمنجان	NEWMORPH
سمنجور	NEWMORPH
سمندر	سَمَنْدَر
سمندو	NEWMORPH
سمندور	NEWMORPH
سمنطار	NEWMORPH
سمنقان	NEWMORPH
سمنك	سَمَّن,سِمَن,سُمُّن,سَمْن,سام
سمنود	NEWMORPH
سمنية	NEWMORPH
سمنين	NEWMORPH
سمهر	NEWMORPH
سمهوط	NEWMORPH
سمورة	سَمُّور
سمويل	NEWMORPH
سمى	سُمِّيّ,سَمّ,سَمَّى,سَمِيّ
سمي	سُمِّيّ,سَمّ,سَمَّى,سَمِيّ
سميا	سُمِّيّ,سَمَّى,سَمِيّ
سمية	سُمِّيّ,سُمِّيَّة,سَمِيّ
سميجن	NEWMORPH
سميحة	سَمِيح
سمير	سَمِير
سميراء	NEWMORPH
سميران	سَمِير
سميرة	سَمِير,سَمِيرَة
سميرم	NEWMORPH
سميساط	NEWMORPH
سمين	سَمَّى
سنا	سِنّ,سَنَى,سَنا,سَنّ
سناء	سَناء
سناباذ	NEWMORPH
سناج	سِناج
سناجية	NEWMORPH
سناروذ	NEWMORPH
سنام	سَنام
سنان	سِنان,سِنّ,أَنَى-ِ,سَنّان
سنباذة	NEWMORPH
سنباذين	NEWMORPH
سنباط	NEWMORPH
سنبان	أَبان
سنبلان	سُنْبُل
سنبلة	سُنْبُلَة,سُنْبُل,بَلّ,بَلّ-ِ,بَلِه-َ,بَلا,أَبال,بال,بَلِي-َ,أَبَلّ,وَبَل-ِ,أَبْلَى
سنبو	NEWMORPH
سنبوس	باس
سنبيل	أَبال
سنترية	NEWMORPH
سنج	سَنْجَة,سِنْجَة
سنجاباذ	NEWMORPH
سنجار	جارَى,أَجار
سنجان	جانَى
سنجبذ	جَبَذ-ِ
سنجبست	NEWMORPH
سنجة	سَنْجَة,سِنْجَة,جَهِي-َ
سنجديزه	NEWMORPH
سنجروذ	NEWMORPH
سنجفين	NEWMORPH
سنجل	جَلا,أَجْلَى,جَلَى-ِ,جال,جَلّ-ِ,جَلَّى,أَجال,أَجَلّ
سنح	سَنَح-َ,سُنْح,وَحَى-ِ
سنحار	أَحار,حار-َ
سنحان	NEWMORPH
سند	سَنَّد,سِنْد,سَنَد,وَدَى-ِ
سندابل	NEWMORPH
سنداد	NEWMORPH
سندان	أَدان,دانَى,سَنْدان
سندبايا	NEWMORPH
سندبلس	NEWMORPH
سندة	دَهِي-َ,دَهَّى,دَهَى-َ,سَنَّد,سِنْد,سَنَد,وَدَى-ِ
سندفا	NEWMORPH
سندمون	NEWMORPH
سندور	دار,دَوَّر
سنكباث	NEWMORPH
سنكديزه	NEWMORPH
سننة	نَها,وَنَى-ِ,سَنَن,سُنَّة,نَهَى-ِ,أَنْهَى,سَنَّن,سَنّ
سنهور	هار,هَوَّر
سنوان	NEWMORPH
سنومة	NEWMORPH
سنيح	NEWMORPH
سنير	NEWMORPH
سنيرين	NEWMORPH
سنيق	NEWMORPH
سنيكة	NEWMORPH
سنين	سَنَّى,سِنّ,سَنَة
سنينيا	NEWMORPH
سهام	سِهام,سَهْم
سهبى	سُهْب
سهر	سُهَر,سَهَر,سَهِر-َ
سهرج	NEWMORPH
سهرورد	NEWMORPH
سهرياج	NEWMORPH
سهفنة	NEWMORPH
سهل	سَهَّل,سَهُل,سَهْل
سهلة	سَهَّل,سَهْل
سهو	سَهْو
سهواج	NEWMORPH
سهوان	سَهْوان
سهوة	سَهْوَة,سَهْو
سهي	NEWMORPH
سهيل	سُهَيْل
سواء	سَواء
سواج	NEWMORPH
سوادمة	NEWMORPH
سواديزه	NEWMORPH
سوار	سارِيَة,سِوار
سوارق	NEWMORPH
سواع	NEWMORPH
سواكن	سَوَّى,سِوَى,سَكَنَة
سوان	سانِيَة
سوانة	NEWMORPH
سوب	NEWMORPH
سوبخ	NEWMORPH
سوبرنى	NEWMORPH
سوبلا	NEWMORPH
سوتخن	NEWMORPH
سوذانخ	NEWMORPH
سورا	سُورَة,سَوَّر,سُور,سِوار
سوراء	NEWMORPH
سوراب	NEWMORPH
سورة	سُورَة,سَوَّر,سُور,سِوار,سَوْرَة
سورستان	NEWMORPH
سورمين	NEWMORPH
سورنجين	NEWMORPH
سوريان	سُورِيّ
سورية	سُورِيا,سُورِيّ
سورين	NEWMORPH
سوسة	سُوسَة,سُوس
سوسقان	NEWMORPH
سوسنجرد	NEWMORPH
سوسية	سُوس
سوفة	سَوَّف
سوقة	سَوَّق,سُوق,سَوْق,سُوقَة
سولاف	NEWMORPH
سولان	NEWMORPH
سولة	سَوَّل
سونايا	NEWMORPH
سونج	NEWMORPH
سوهاي	NEWMORPH
سوى	سَوَّى,سِوَى,سَوِيّ,سَوِي-َ
سويس	سُوَيْس
سويقة	سُوَيْق,سَوِيق
سويمرة	NEWMORPH
سوينج	NEWMORPH
سياث	NEWMORPH
سياح	سَيّاح,سائِح
سيار	سَيّار
سيارى	سَيّار
سيان	سِيان,سِيّ,أَنَى-ِ
سياورد	NEWMORPH
سيب	سِيب,سَيَّب
سيبان	أَبان
سيبية	NEWMORPH
سية	وَهَى-ِ
سيتكين	NEWMORPH
سيج	سَيَّج
سيح	سَيَّح,وَحَى-ِ
سيحاط	أَحاط
سيحان	NEWMORPH
سيحون	وَحَى-ِ
سيداباذ	NEWMORPH
سير	سِيرَة,سَيْر,سَيَّر,وَرَى-ِ,رَأَى-َ
سيراف	NEWMORPH
سيراوند	NEWMORPH
سيرجان	رَجّ
سيركث	NEWMORPH
سيروان	NEWMORPH
سيزج	زَجَّى,أَزْجَى,زَجّ,زَجا
سيسبان	سَبّ,سَيْسَبان
سيسجان	NEWMORPH
سيسر	سَرَى-ِ,سَرَّى,سار-ِ,أَسار,أَسَرّ,سَرّ,أَسْرَى
سيسمراباذ	NEWMORPH
سيسية	NEWMORPH
سيفذنج	NEWMORPH
سيكث	كَثّ-ِ
سيكجسكث	NEWMORPH
سيل	سَيَّل,سَيْل,وَلِي-ِ
سيلا	سَيَّل,سَيْل
سيلان	سِيلان,سَيَلان,أَلان
سيلة	سَيَّل,لَهِي-َ,وَلِه-َِ,سَيْل,لَها,أَلْهَى,وَلِي-ِ,سَيْلَة,لَهَّى
سيلحون	لَحّ-َ,أَلَحّ,لَحا,لَحَى
سيلون	وَلِي-ِ,لَوَّن
سينا	سِين,سِيناء
سينان	سِين
سينيرين	NEWMORPH
سينيز	NEWMORPH
سيهى	وَهَى-ِ
سيوستان	NEWMORPH
سيوط	وَطَّى
شاباي	شابّ
شابة	شابَّة,شابّ,شابَه,شاب
شابجن	NEWMORPH
شابراباذ	NEWMORPH
شابران	NEWMORPH
شابرخواست	NEWMORPH
شابرزان	NEWMORPH
شابرنج	NEWMORPH
شابسه	NEWMORPH
شابك	شابّ,شاب
شابهار	NEWMORPH
شابور	NEWMORPH
شاتان	شاة
شاجب	NEWMORPH
شاجن	NEWMORPH
شاحط	شاحِط
شاذبهمن	NEWMORPH
شاذشابور	NEWMORPH
شاذفيررز	NEWMORPH
شاذقباذ	NEWMORPH
شاذكان	NEWMORPH
شاذمانه	NEWMORPH
شاذمهر	NEWMORPH
شاذهرمز	NEWMORPH
شاذوان	NEWMORPH
شاذياخ	NEWMORPH
شار	شارِي
شارع	شارِع
شارقة	شارِق,شارِقَة
شارك	شارَك
شارمساح	NEWMORPH
شاس	شاس
شاش	شاش
شاط	شاط-ِ
شاطبة	NEWMORPH
شافيا	شافِي
شاقة	شاق,شاقّ
شاقرة	NEWMORPH
شاقرد	NEWMORPH
شاكر	شاكِر,شاكَر
شالها	شال-ِ,شال
شالوس	NEWMORPH
شامات	شامَة
شامة	شامَة
شامستيان	NEWMORPH
شامكان	NEWMORPH
شاموخ	NEWMORPH
شاهي	شاهِي
شاوان	NEWMORPH
شاوخران	NEWMORPH
شاوذار	NEWMORPH
شاوشاباذ	NEWMORPH
شاوشكان	NEWMORPH
شاوغر	NEWMORPH
شاوغز	NEWMORPH
شاوكت	NEWMORPH
شب	شَبّ-ِ,شَبّ
شباب	شَبّ,شَباب
شبابة	شَبّ,شَباب,شَبّابَة
شباح	NEWMORPH
شباس	NEWMORPH
شباعة	شَبْعان
شبام	شِبام
شبداز	NEWMORPH
شبر	شَبَّر,شِبْر,شَبَر
شبراذق	NEWMORPH
شبرانة	NEWMORPH
شبرب	NEWMORPH
شبرت	شَبَّر,شَبَر
شبرقان	NEWMORPH
شبرم	NEWMORPH
شبرمان	NEWMORPH
شبشير	NEWMORPH
شبطران	NEWMORPH
شبك	شُبُق,شَبّ-ِ,شَبَّك,شَبّ,شَبَك-ِ
شبلاد	NEWMORPH
شبلان	شِبْل
شبوة	شَبّ-ِ,شَبّ
شبورقان	NEWMORPH
شبيث	NEWMORPH
شبيلش	NEWMORPH
شبيوط	NEWMORPH
شتان	شَتّان,شَتّ
شتر	شَتَر-ِ
شتنا	شَتّ-ِ,شَتّ
شجا	شَجاً,شَجّ,شَجا
شجار	شِجار
شجان	NEWMORPH
شجعات	NEWMORPH
شجعى	NEWMORPH
شجنة	شَجَّن,شَجَن
شجوة	شَجْو,شَجّ,شَجَّى,شَجا
شحا	شَحّ,شُحّ
شحاط	NEWMORPH
شحشبو	NEWMORPH
شحوة	NEWMORPH
شخاخ	شَخّ
شخب	شَخَب-َُ
شخصان	شَخْص
شدخ	شَدَّخ,شَدَخ-َ,شَدْخ
شدموه	NEWMORPH
شدن	شَدَن,شاد-ِ
شدوان	NEWMORPH
شدونبة	NEWMORPH
شذا	شَذّ,شَذّ-ُِ,شَذاً
شذونة	NEWMORPH
شرا	شَرّ,شَرّ-َ
شراعة	شَرّاعَة,شِراع
شراف	NEWMORPH
شراوة	NEWMORPH
شرب	شَرِب-َ,شُرْب,شَرَّب
شربب	NEWMORPH
شربة	شَرِب-َ,شُرْب,شَرَّب,شَرْبَة
شربث	NEWMORPH
شرج	شَرَج
شرجة	شَرَج
شرز	NEWMORPH
شرطيش	NEWMORPH
شرع	شَرْع,شَرَّع,شَرَع,شَرَع-َ
شرعب	NEWMORPH
شرغ	NEWMORPH
شرغيان	NEWMORPH
شرف	شَرَف,شَرَّف,شَرُف
شرفانية	NEWMORPH
شرفدد	NEWMORPH
شرفدن	NEWMORPH
شرق	شَرِق-َ,شَرْق,شَرَق
شرقيون	شَرْقِيّ
شرك	شِرْك,شَرّ,شَرِك-َ,شَرَك
شرماح	NEWMORPH
شرمة	شَرَم-ِ,شَرْم
شرمساح	NEWMORPH
شرمغول	NEWMORPH
شرمقان	NEWMORPH
شرملة	NEWMORPH
شرواذ	NEWMORPH
شروان	NEWMORPH
شرورى	شَرّ
شروز	NEWMORPH
شروط	شَرْط
شروم	شَرْم
شرونة	NEWMORPH
شروين	NEWMORPH
شري	شِرَى,شَرّ,شَرَى-ِ,شَرْي
شريان	شِرْيان
شريب	شِرِّيب,شَرِيب
شريج	NEWMORPH
شريش	NEWMORPH
شريط	شَرِيط
شريفة	شَرِيف
شريق	NEWMORPH
شريون	NEWMORPH
شزن	NEWMORPH
شس	NEWMORPH
شستق	NEWMORPH
شسعى	NEWMORPH
ششانة	NEWMORPH
ششلة	NEWMORPH
شط	شَطّ-ُِ,شَطّ
شطا	شَطّ-ُِ,شَطّ
شطاب	NEWMORPH
شطاطير	NEWMORPH
شطب	شَطَب,شَطْب,شَطَّب
شطفورة	NEWMORPH
شطنان	شَطْن
شطنوف	NEWMORPH
شطون	NEWMORPH
شطيب	NEWMORPH
شظا	NEWMORPH
شظي	شَظِي-َ
شظيات	NEWMORPH
شظيف	NEWMORPH
شعارى	شِعار,شِعارِيّ
شعب	شِعْب,شَعْب,شُعْبَة,شَعَّب
شعباء	NEWMORPH
شعبان	شَعْب,شَعْبان
شعبة	شِعْب,شِعْبَة,شَعْب,شُعْبَة,شَعَّب
شعبعب	NEWMORPH
شعبى	شِعْب,شُعَبِيّ,شَعْب,شَعْبِيّ,شُعْبَة
شعبين	شَعْب
شعث	شَعِث-َ,شَعِث,شَعْث,شَعَّث
شعر	شِعْر,شَعَر,شَعْر
شعران	NEWMORPH
شعرى	شِعْر,شِعْرِيّ,شَعْر,شَعْرِيّ
شعف	NEWMORPH
شعفان	NEWMORPH
شعفين	NEWMORPH
شعلان	NEWMORPH
شعوب	شَعْب
شعوف	NEWMORPH
شعيب	شُعَيْب,شَعِيب
شعيبة	شَعِيب
شغب	شَغَب-َ,شَغِب,شَغَب
شغبغب	NEWMORPH
شغبى	شَغِب,شَغَب
شغزى	NEWMORPH
شغف	شَغِف,شَغَف-َ,شَغَف
شغور	شُغُور
شفار	شَفْرَة
شفدد	NEWMORPH
شفر	شِفْر,شَفْر
